TotalAverageLeft,TotalAverageRight,TotalAverageLFandRG,MinDiameterLeft,MinDiameterRight,MaxDiameterLeft,MaxDiameterRight,AvgDilatationSpeedLeft,AvgDilatationSpeedRight
2.921509854097403,3.3960844205536005,3.158797137325502,3.543940544128418,3.053997755050659,6.7693257331848145,6.498563766479492,-0.09029428193759817,-0.09911393076182375
