Img,MaxEyeLeftDiameter,MaxEyeRightDiameter,Differential
T2_01,5.408638000488281,5.2852396965026855,0.1233983039855957
T2_02,5.373928546905518,5.24652624130249,0.12740230560302734
T2_03,5.715435028076172,5.701800346374512,0.013634681701660156
T2_04,5.840601921081543,5.889331817626953,0.048729896545410156
