Img,MaxEyeLeftDiameter,MaxEyeRightDiameter,Differential
T1_01,4.935112953186035,4.599289894104004,0.33582305908203125
T1_02,4.926400661468506,5.159474849700928,0.23307418823242188
T1_03,5.145486831665039,5.258046627044678,0.11255979537963867
T1_04,5.457766532897949,5.037315845489502,0.42045068740844727
