Timestamp,EyeLeftDiameter,EyeRightDiameter,AverageLeftAndRight
0.005481,3.7910878658294678,4.161388874053955,3.9762383699417114
0.015505,0,0,0.0
0.025501,3.8052117824554443,4.16238260269165,3.9837971925735474
0.035486,0,4.122956275939941,2.0614781379699707
0.045553,3.812791109085083,4.1996331214904785,4.006212115287781
0.055577,0,4.138564586639404,2.069282293319702
0.065573,3.8255748748779297,4.1672282218933105,3.99640154838562
0.075559,0,4.194002628326416,2.097001314163208
0.085626,3.8404507637023926,4.205107688903809,4.022779226303101
0.09565,0,0,0.0
0.105646,3.9036755561828613,4.2105183601379395,4.0570969581604
0.115632,3.9144980907440186,4.132397651672363,4.023447871208191
0.125698,3.9708542823791504,4.122794151306152,4.046824216842651
0.135723,4.077131271362305,4.116957187652588,4.097044229507446
0.145719,4.032090187072754,4.137993812561035,4.0850419998168945
0.155703,4.100870609283447,4.136510372161865,4.118690490722656
0.16577,4.048032283782959,4.190838813781738,4.119435548782349
0.175795,4.3789896965026855,4.110504627227783,4.244747161865234
0.185791,4.15489387512207,4.215746879577637,4.1853203773498535
0.195777,4.37262487411499,4.120726108551025,4.246675491333008
0.205843,4.165982723236084,4.251278400421143,4.208630561828613
0.215868,4.3934454917907715,4.127226829528809,4.26033616065979
0.225863,4.172987461090088,4.240506172180176,4.206746816635132
0.235849,4.3497233390808105,4.100186824798584,4.224955081939697
0.245916,4.156476020812988,4.211540699005127,4.184008359909058
0.25594,4.348273277282715,4.093623638153076,4.2209484577178955
0.265935,4.1641645431518555,4.2477240562438965,4.205944299697876
0.275921,4.125356674194336,4.109746932983398,4.117551803588867
0.285988,4.077359676361084,4.204977989196777,4.141168832778931
0.296013,4.067134380340576,4.091268539428711,4.0792014598846436
0.306008,4.049400806427002,4.190317630767822,4.119859218597412
0.315994,4.039506912231445,4.091651916503906,4.065579414367676
0.32606,4.0281195640563965,4.3753228187561035,4.20172119140625
0.336085,4.019845008850098,4.171545028686523,4.0956950187683105
0.346081,4.025290012359619,4.147150039672852,4.086220026016235
0.356066,4.000392913818359,4.114225387573242,4.057309150695801
0.366133,4.002841949462891,4.117054462432861,4.059948205947876
0.376157,3.9989309310913086,4.125119209289551,4.06202507019043
0.386153,4.012359619140625,4.090851783752441,4.051605701446533
0.396139,4.001612663269043,4.127269744873047,4.064441204071045
0.406205,4.020915985107422,4.147472858428955,4.0841944217681885
0.41623,3.9990739822387695,4.1449055671691895,4.0719897747039795
0.426226,4.018494129180908,4.133680820465088,4.076087474822998
0.436211,3.991382122039795,4.15896463394165,4.075173377990723
0.446278,4.003794193267822,4.152325630187988,4.078059911727905
0.456303,3.995330572128296,4.1736273765563965,4.084478974342346
0.466298,4.009861469268799,4.185917854309082,4.09788966178894
0.476284,4.004517555236816,4.185616493225098,4.095067024230957
0.48635,4.0054755210876465,4.249373912811279,4.127424716949463
0.496375,3.998176097869873,4.213822841644287,4.10599946975708
0.50637,4.001716136932373,4.231840133666992,4.116778135299683
0.516356,3.9991910457611084,4.220470428466797,4.109830737113953
0.526423,4.0033440589904785,4.256033420562744,4.129688739776611
0.536448,4.010261535644531,4.227628231048584,4.118944883346558
0.546444,4.009130001068115,4.266995429992676,4.1380627155303955
0.556429,4.015957355499268,4.235331058502197,4.125644207000732
0.566495,4.0148539543151855,4.259575366973877,4.137214660644531
0.57652,4.0169997215271,4.240756511688232,4.128878116607666
0.586515,4.005356311798096,4.185332298278809,4.095344305038452
0.596501,4.065931797027588,4.220600605010986,4.143266201019287
0.606568,4.047521114349365,4.179305553436279,4.113413333892822
0.616593,0,4.215996265411377,2.1079981327056885
0.626588,4.047518730163574,4.230578422546387,4.1390485763549805
0.636574,4.386403560638428,4.249764442443848,4.318084001541138
0.646641,4.1899495124816895,4.245614528656006,4.217782020568848
0.656666,0,4.288419246673584,2.144209623336792
0.66666,4.12590217590332,4.280637741088867,4.203269958496094
0.676646,4.155351638793945,4.495640754699707,4.325496196746826
0.686713,4.112517356872559,4.725691795349121,4.41910457611084
0.696738,4.162667751312256,0,2.081333875656128
0.706733,4.254203796386719,4.524313926696777,4.389258861541748
0.716719,4.254909515380859,4.561600685119629,4.408255100250244
0.726785,4.298295021057129,4.477153778076172,4.38772439956665
0.73681,4.2812604904174805,4.626282691955566,4.453771591186523
0.746806,4.308261871337891,4.497442245483398,4.4028520584106445
0.756791,4.2914533615112305,4.610681533813477,4.4510674476623535
0.766858,4.332534313201904,4.553289890289307,4.4429121017456055
0.776883,4.319515228271484,4.621245861053467,4.470380544662476
0.786878,4.325114727020264,4.527908802032471,4.426511764526367
0.796863,4.330228805541992,4.608327388763428,4.46927809715271
0.806931,4.355836391448975,4.5194902420043945,4.437663316726685
0.816955,4.341738224029541,4.610113143920898,4.47592568397522
0.82695,4.337376117706299,4.533308982849121,4.43534255027771
0.836936,4.440479755401611,4.587132930755615,4.513806343078613
0.847003,4.468015193939209,4.537334442138672,4.50267481803894
0.857028,0,4.591135025024414,2.295567512512207
0.867023,0,4.536992073059082,2.268496036529541
0.877009,0,4.592095851898193,2.2960479259490967
0.887076,0,4.53135871887207,2.265679359436035
0.8971,0,4.579759120941162,2.289879560470581
0.907095,0,4.519928455352783,2.2599642276763916
0.917081,0,4.796091079711914,2.398045539855957
0.927148,4.572042465209961,4.586338520050049,4.579190492630005
0.937172,0,0,0.0
0.947168,4.3920440673828125,4.480485439300537,4.436264753341675
0.957154,0,4.80469274520874,2.40234637260437
0.96722,4.312929630279541,4.543496131896973,4.428212881088257
0.977245,0,4.789531230926514,2.394765615463257
0.987241,4.266615867614746,4.501950740814209,4.3842833042144775
0.997227,0,4.733097553253174,2.366548776626587
1.007293,4.244458198547363,4.453035354614258,4.3487467765808105
1.017318,0,4.39304780960083,2.196523904800415
1.027313,4.2113118171691895,4.286152362823486,4.248732089996338
1.037299,0,4.325231075286865,2.1626155376434326
1.047365,4.146077632904053,4.190751552581787,4.16841459274292
1.05739,0,4.314656734466553,2.1573283672332764
1.067386,4.100629806518555,4.18264627456665,4.1416380405426025
1.077371,0,4.293203830718994,2.146601915359497
1.087438,4.072680473327637,4.068740367889404,4.0707104206085205
1.097462,0,4.24305534362793,2.121527671813965
1.107458,4.0564799308776855,4.091136455535889,4.073808193206787
1.117443,4.035393238067627,4.555023670196533,4.29520845413208
1.127511,4.043961524963379,4.253798961639404,4.148880243301392
1.137535,4.034220218658447,4.537822723388672,4.28602147102356
1.14753,4.028791427612305,4.265181541442871,4.146986484527588
1.157516,4.0067219734191895,3.7752935886383057,3.8910077810287476
1.167583,0,0,0.0
1.177607,0,0,0.0
1.187603,0,0,0.0
1.197589,0,0,0.0
1.207655,0,0,0.0
1.217679,0,0,0.0
1.227675,0,0,0.0
1.23766,0,3.9577572345733643,1.9788786172866821
1.247727,0,4.409275054931641,2.2046375274658203
1.257752,0,4.3881072998046875,2.1940536499023438
1.267748,4.285988807678223,4.346852779388428,4.316420793533325
1.277734,0,4.407929420471191,2.2039647102355957
1.2878,4.432682037353516,4.4391279220581055,4.4359049797058105
1.297825,0,4.78763484954834,2.39381742477417
1.30782,0,4.628225326538086,2.314112663269043
1.317806,0,4.902871131896973,2.4514355659484863
1.327873,5.407413482666016,4.6362128257751465,5.021813154220581
1.337897,0,4.744149208068848,2.372074604034424
1.347893,4.9853034019470215,4.5485148429870605,4.766909122467041
1.357879,0,4.536194324493408,2.268097162246704
1.367946,4.659302234649658,4.471665382385254,4.565483808517456
1.37797,0,5.3388800621032715,2.6694400310516357
1.387965,4.555244445800781,4.812539100646973,4.683891773223877
1.397951,0,4.672817707061768,2.336408853530884
1.408018,4.521023750305176,4.566015720367432,4.543519735336304
1.418042,0,0,0.0
1.428038,4.569606304168701,4.525765419006348,4.547685861587524
1.438024,0,4.511205673217773,2.2556028366088867
1.44809,4.566157817840576,4.046178817749023,4.3061683177948
1.458115,0,4.988638401031494,2.494319200515747
1.46811,5.659975051879883,5.1592535972595215,5.409614324569702
1.478097,4.925296306610107,5.135827541351318,5.030561923980713
1.488163,4.8000874519348145,5.042710781097412,4.921399116516113
1.498188,4.748185634613037,4.881919860839844,4.81505274772644
1.508183,4.714758396148682,4.801698684692383,4.758228540420532
1.518169,4.741547584533691,4.759332180023193,4.750439882278442
1.528235,4.722182273864746,4.758823394775391,4.740502834320068
1.53826,4.82570219039917,4.7500739097595215,4.787888050079346
1.548256,4.738783836364746,4.740560054779053,4.739671945571899
1.558241,4.745343208312988,4.74357795715332,4.744460582733154
1.568308,4.668310642242432,4.760822772979736,4.714566707611084
1.578333,4.656968593597412,4.795328140258789,4.726148366928101
1.588328,4.739634037017822,4.799675464630127,4.769654750823975
1.598313,4.70581579208374,4.846278667449951,4.776047229766846
1.608381,4.747472286224365,4.810703277587891,4.779087781906128
1.618405,4.724637508392334,4.834263324737549,4.779450416564941
1.6284,4.71051549911499,5.116224765777588,4.913370132446289
1.638386,4.719081401824951,4.960011959075928,4.8395466804504395
1.648453,5.3537797927856445,4.826638698577881,5.090209245681763
1.658477,4.9859418869018555,4.863083362579346,4.924512624740601
1.668473,5.392887115478516,4.7386698722839355,5.065778493881226
1.678459,4.999440670013428,4.821911334991455,4.910676002502441
1.688525,5.207716941833496,4.741182327270508,4.974449634552002
1.69855,4.929045677185059,4.813262939453125,4.871154308319092
1.708545,5.001119613647461,4.723236560821533,4.862178087234497
1.718531,4.853757858276367,5.087941646575928,4.9708497524261475
1.728598,4.926165580749512,4.77221155166626,4.849188566207886
1.738623,4.829949855804443,4.9926581382751465,4.911303997039795
1.748618,4.790764808654785,4.762948036193848,4.776856422424316
1.758604,0,4.77677583694458,2.38838791847229
1.76867,4.627766132354736,4.790764808654785,4.709265470504761
1.778695,4.557981014251709,0,2.2789905071258545
1.788691,5.625394344329834,5.776756286621094,5.701075315475464
1.798676,5.844926357269287,5.480567455291748,5.662746906280518
1.808743,5.010031700134277,0,2.5050158500671387
1.818768,6.0380048751831055,6.22529411315918,6.131649494171143
1.828763,5.044373035430908,5.328001022338867,5.186187028884888
1.838749,4.851205348968506,5.149842739105225,5.000524044036865
1.848815,4.598142147064209,6.4235358238220215,5.510838985443115
1.85884,4.6447296142578125,6.498563766479492,5.571646690368652
1.868835,4.473341941833496,5.68061637878418,5.076979160308838
1.878822,4.558158874511719,5.687401294708252,5.122780084609985
1.888888,4.468466281890869,5.177151679992676,4.8228089809417725
1.898912,0,5.031644344329834,2.515822172164917
1.908908,4.840540409088135,5.074490070343018,4.957515239715576
1.918894,5.587355136871338,5.447465419769287,5.5174102783203125
1.92896,0,5.1807098388671875,2.5903549194335938
1.938985,0,5.459444999694824,2.729722499847412
1.94898,5.21388578414917,5.192154884338379,5.203020334243774
1.958966,0,4.983463287353516,2.491731643676758
1.969033,4.951030731201172,5.041146278381348,4.99608850479126
1.979057,0,5.867419719696045,2.9337098598480225
1.989053,4.652599334716797,5.298459053039551,4.975529193878174
1.999039,0,5.893754959106445,2.9468774795532227
2.009105,4.533191680908203,5.282415866851807,4.907803773880005
2.01913,0,4.986420154571533,2.4932100772857666
2.029126,4.494254112243652,4.937139987945557,4.7156970500946045
2.039111,0,5.038702011108398,2.519351005554199
2.049178,4.472905158996582,4.905746936798096,4.689326047897339
2.059202,0,6.104668617248535,3.0523343086242676
2.069198,4.448678493499756,5.3192033767700195,4.883940935134888
2.079184,0,5.0476908683776855,2.5238454341888428
2.089251,4.412893772125244,4.897660255432129,4.6552770137786865
2.099275,0,4.817011833190918,2.408505916595459
2.10927,4.383121490478516,4.852552890777588,4.617837190628052
2.119256,0,4.876889705657959,2.4384448528289795
2.129323,4.354076385498047,5.968318939208984,5.161197662353516
2.139347,0,5.207231044769287,2.6036155223846436
2.149343,4.328204154968262,5.466191291809082,4.897197723388672
2.159328,0,4.975883960723877,2.4879419803619385
2.169395,4.308737277984619,4.770968437194824,4.539852857589722
2.17942,0,5.024127960205078,2.512063980102539
2.189416,4.323245048522949,4.747716903686523,4.535480976104736
2.199401,0,5.217159748077393,2.6085798740386963
2.209468,4.3126444816589355,4.836463928222656,4.574554204940796
2.219492,0,4.699592590332031,2.3497962951660156
2.229488,4.309593677520752,4.619112491607666,4.464353084564209
2.239474,0,4.6589035987854,2.3294517993927
2.24954,4.314137935638428,4.595708847045898,4.454923391342163
2.259565,4.32345724105835,4.603376865386963,4.463417053222656
2.26956,4.320042610168457,4.588940143585205,4.454491376876831
2.279545,0,4.799988746643066,2.399994373321533
2.289613,4.323886394500732,4.665465831756592,4.494676113128662
2.299637,0,4.634119987487793,2.3170599937438965
2.309633,4.330618858337402,4.6133527755737305,4.471985816955566
2.319618,0,4.590787410736084,2.295393705368042
2.329685,4.312808513641357,4.622263431549072,4.467535972595215
2.33971,0,4.759934902191162,2.379967451095581
2.349705,4.302581787109375,4.684220314025879,4.493401050567627
2.359691,0,4.63509464263916,2.31754732131958
2.369757,4.347171783447266,4.581855297088623,4.464513540267944
2.379782,0,4.573504447937012,2.286752223968506
2.389778,4.346061706542969,4.579952716827393,4.463007211685181
2.399764,0,4.86081600189209,2.430408000946045
2.40983,4.351153373718262,4.524505615234375,4.437829494476318
2.419855,0,0,0.0
2.42985,4.369796276092529,4.5796284675598145,4.474712371826172
2.439836,0,4.898880481719971,2.4494402408599854
2.449902,4.203672885894775,4.554079532623291,4.378876209259033
2.459926,0,0,0.0
2.469922,0,0,0.0
2.479908,0,0,0.0
2.489974,0,0,0.0
2.499999,0,0,0.0
2.509994,0,0,0.0
2.51998,0,0,0.0
2.530047,0,0,0.0
2.540072,0,4.449605464935303,2.2248027324676514
2.550067,4.167130470275879,4.495018005371094,4.331074237823486
2.560053,0,4.5960693359375,2.29803466796875
2.57012,4.15618371963501,4.6179656982421875,4.387074708938599
2.580144,4.352311134338379,5.092363357543945,4.722337245941162
2.59014,4.5376057624816895,5.496092796325684,5.0168492794036865
2.600126,0,5.185566425323486,2.592783212661743
2.610193,4.553841590881348,4.911777973175049,4.732809782028198
2.620218,4.918375015258789,5.104715347290039,5.011545181274414
2.630213,4.579441547393799,4.892785549163818,4.736113548278809
2.640199,4.709064960479736,4.943469047546387,4.8262670040130615
2.650265,4.521500587463379,4.833722114562988,4.677611351013184
2.66029,4.611081600189209,0,2.3055408000946045
2.670286,4.484142303466797,5.7148637771606445,5.099503040313721
2.680271,4.712182521820068,5.142901420593262,4.927541971206665
2.690338,4.557986259460449,0,2.2789931297302246
2.700362,0,0,0.0
2.710358,4.503609657287598,5.750763893127441,5.1271867752075195
2.720344,0,5.185255527496338,2.592627763748169
2.730411,4.472354412078857,0,2.2361772060394287
2.740435,0,5.954795837402344,2.977397918701172
2.75043,4.46266508102417,6.170510768890381,5.316587924957275
2.760417,0,5.890155792236328,2.945077896118164
2.770483,4.459925651550293,0,2.2299628257751465
2.780507,0,0,0.0
2.790503,4.4689435958862305,5.783593654632568,5.126268625259399
2.800488,0,5.170846462249756,2.585423231124878
